MID;TITLE;YEAR;GENRES
752;My Big Fat Greek Wedding;2002;Comedy,Romance,
1841;My Bloody Valentine;2009;Horror,
792;My Boss's Daughter;2003;Comedy,Romance,
1848;My Name Is Khan;2010;Drama,Romance,Thriller,
1779;My Sister's Keeper;2009;Drama,
1450;My Super Ex-Girlfriend;2006;Comedy,Sci_Fi,Romance,
2185;My Week with Marilyn;2011;Drama,Biography,
2568;Myeong-ryang;2014;War,Adventure,Biography,
963;Mystic River;2003;Drama,Mystery,Thriller,Crime,
1813;Män som hatar kvinnor;2009;Drama,Mystery,Thriller,Crime,
2073;Naan Mahaan Alla;2010;Drama,Romance,Thriller,Crime,
1420;Nacho Libre;2006;Comedy,Family,Sport,
2464;Naduvula Konjam Pakkatha Kaanom;2012;Comedy,
2372;Nanban;2012;Comedy,Drama,Romance,
1486;Nancy Drew;2007;Comedy,Family,Romance,Mystery,Thriller,Crime,
1200;Nanny McPhee;2005;Comedy,Family,Fantasy,
2014;Nanny McPhee and the Big Bang;2010;Comedy,Family,Fantasy,
1129;Napoleon Dynamite;2004;Comedy,
491;Naqoyqatsi;2002;Documentary,Music,
1098;National Treasure;2004;Adventure,Action,Mystery,Thriller,
1445;National Treasure: Book of Secrets;2007;Adventure,Action,Mystery,Thriller,
2263;Nebraska;2013;Comedy,Drama,Adventure,
2429;Need for Speed;2014;Drama,Action,Thriller,Crime,
1964;Never Let Me Go;2010;Drama,Sci_Fi,Romance,
2132;New Year's Eve;2011;Comedy,Romance,
1791;New in Town;2009;Comedy,Romance,
2184;Night Train to Lisbon;2013;Romance,Mystery,Thriller,
1478;Night at the Museum;2006;Comedy,Adventure,Family,Action,Fantasy,
2478;Night at the Museum: Secret of the Tomb;2014;Comedy,Adventure,Family,Fantasy,
1518;Night of the Living Dead 3D;2006;Horror,
2497;Nightcrawler;2014;Thriller,Crime,
1254;Nim's Island;2008;Comedy,Adventure,Family,Fantasy,
521;Nirgendwo in Afrika;2001;Drama,Biography,
2531;Nisshartho Bhalobasha: What is Love!;2013;Comedy,Drama,Action,Romance,
1479;No Country for Old Men;2007;Drama,Thriller,Crime,
1496;No Reservations;2007;Comedy,Drama,Romance,
2433;No se aceptan devoluciones;2013;Comedy,Drama,
1222;Nochnoy dozor;2004;Action,Fantasy,Thriller,
2335;Non-Stop;2014;Action,Mystery,Thriller,
1475;Norbit;2007;Comedy,Drama,Romance,
809;Not Another Teen Movie;2001;Comedy,
1448;Notes on a Scandal;2006;Drama,Thriller,
1444;Nuovomondo;2006;Drama,History,Romance,
552;Nurse Betty;2000;Comedy,Drama,Crime,
485;Nutty Professor II: The Klumps;2000;Comedy,Sci_Fi,Romance,Fantasy,
595;O Brother, Where Art Thou?;2000;Comedy,Music,Crime,
1859;Obsessed;2009;Drama,Thriller,
688;Ocean's Eleven;2001;Thriller,Crime,
1535;Ocean's Thirteen;2007;Thriller,Crime,
1035;Ocean's Twelve;2004;Thriller,Crime,
2511;Ocho apellidos vascos;2014;Comedy,
953;Octane;2003;Horror,Mystery,Thriller,
1554;Océans;2009;Drama,Documentary,
1075;Oldeuboi;2003;Drama,Mystery,Thriller,
1149;Oliver Twist;2005;Drama,Crime,
2409;Olympus Has Fallen;2013;Action,Thriller,
2494;Omar;2013;Drama,Thriller,
1526;On the Doll;2007;Drama,Thriller,Crime,
835;Once Upon a Time in Mexico;2003;Action,Thriller,
2100;One Day;2011;Short,Drama,Documentary,Romance,
2457;One Direction: This Is Us;2013;Documentary,Music,
768;One Hour Photo;2002;Drama,Thriller,
1323;One Night with the King;2006;Drama,History,Biography,
2133;One for the Money;2012;Comedy,Action,Romance,Thriller,Crime,
2137;Only God Forgives;2013;Drama,Crime,
927;Open Range;2003;Action,Romance,Western,
1126;Open Water;2003;Drama,Horror,Biography,Thriller,
653;Original Sin;2001;Drama,Romance,Mystery,Thriller,
2158;Oz the Great and Powerful;2013;Adventure,Family,Fantasy,
1328;P.S. I Love You;2007;Drama,Romance,
1797;Paddington;2014;Comedy,Family,
2320;Pain & Gain;2013;Comedy,Drama,Action,Crime,
2068;Paiyaa;2010;Comedy,Action,Romance,Musical,
2553;Pan;2015;Adventure,Family,Fantasy,
748;Panic Room;2002;Thriller,
2159;ParaNorman;2012;Comedy,Animation,Adventure,Family,Fantasy,
2243;Parada;2011;Comedy,Drama,
1842;Paranormal Activity;2007;Horror,
2088;Paranormal Activity 2;2010;Horror,
2241;Paranormal Activity 3;2011;Horror,
2356;Paranormal Activity 4;2012;Horror,
2452;Paranormal Activity: The Ghost Dimension;2015;Horror,
2453;Paranormal Activity: The Marked Ones;2014;Horror,Thriller,
1757;Parental Guidance;2012;Comedy,Family,
2291;Parker;2013;Action,Thriller,Crime,
1587;Partner;2007;Comedy,Romance,
1383;Passengers;2008;Drama,Romance,Mystery,Thriller,
1788;Paul;2011;Comedy,Adventure,Sci_Fi,
1800;Paul Blart: Mall Cop;2009;Comedy,Action,Crime,
2561;Paul Blart: Mall Cop 2;2015;Comedy,Action,Crime,
1007;Paycheck;2003;Sci_Fi,Action,Mystery,Thriller,
1346;Peaceful Warrior;2006;Drama,Romance,Sport,
643;Pearl Harbor;2001;Drama,War,Action,Romance,
2293;Penguins of Madagascar;2014;Comedy,Animation,Adventure,Family,
1591;Percy Jackson & the Olympians: The Lightning Thief;2010;Adventure,Family,Fantasy,
2279;Percy Jackson: Sea of Monsters;2013;Adventure,Family,Fantasy,
1197;Perfume: The Story of a Murderer;2006;Drama,Fantasy,Crime,
928;Peter Pan;2003;Adventure,Family,Action,Romance,Fantasy,
2444;Philomena;2013;Drama,Biography,
577;Phone Booth;2002;Thriller,
914;Pieces of April;2003;Comedy,Drama,
954;Piglet's Big Movie;2003;Animation,Adventure,Family,Mystery,
2033;Pina;2011;Documentary,
1666;Pineapple Express;2008;Comedy,Action,Crime,
738;Pinocchio;2002;Comedy,Family,Fantasy,
1442;Piranha 3D;2010;Comedy,Horror,
2219;Piranha 3DD;2012;Comedy,Horror,
1937;Pirates of the Caribbean: On Stranger Tides;2011;Adventure,Action,Fantasy,
961;Pirates of the Caribbean: The Curse of the Black Pearl;2003;Adventure,Action,Fantasy,
460;Pitch Black;2000;Horror,Sci_Fi,Action,
2323;Pitch Perfect;2012;Comedy,Romance,Music,
2493;Pitch Perfect 2;2015;Comedy,Music,
1134;Pithamagan;2003;Drama,Action,
2359;Pixels;2015;Comedy,Sci_Fi,Action,
2206;Planes;2013;Comedy,Animation,Adventure,Family,
2517;Planes: Fire & Rescue;2014;Comedy,Animation,Adventure,Family,
1553;Planet 51;2009;Comedy,Animation,Adventure,Sci_Fi,Family,
1277;Pledge This!;2006;Comedy,
1594;Pokiri;2006;Comedy,Action,
2042;Pokkiri;2007;Comedy,Action,Romance,Thriller,Crime,
578;Pollock;2000;Drama,Biography,
1741;Poltergeist;2015;Horror,Thriller,
1250;Poseidon;2006;Drama,Adventure,Action,Thriller,
1880;Pour elle;2008;Drama,Thriller,Crime,
2019;Predators;2010;Adventure,Sci_Fi,Action,Thriller,
1263;Pride & Prejudice;2005;Drama,Romance,
1500;Pride and Glory;2008;Drama,Thriller,Crime,
1602;Priest;2011;Horror,Sci_Fi,Action,Fantasy,Thriller,
1467;Prince of Persia: The Sands of Time;2010;Adventure,Action,Romance,Fantasy,
1994;Prisoners;2013;Drama,Mystery,Thriller,Crime,
2167;Project X;2012;Comedy,Crime,
666;Proof of Life;2000;Drama,Action,Thriller,
1483;Prête-moi ta main;2006;Comedy,Romance,
1829;Public Enemies;2009;Drama,History,Biography,Crime,
2580;Puli;2015;Fantasy,
796;Punch-Drunk Love;2002;Comedy,Drama,Romance,
1386;Punisher: War Zone;2008;Drama,Action,Thriller,Crime,
1378;Puss in Boots;2011;Comedy,Animation,Adventure,Family,Fantasy,
2488;Qu'est-ce qu'on a fait au Bon Dieu?;2014;Comedy,
1610;Quantum of Solace;2008;Adventure,Action,
2036;Quartet;2012;Comedy,Drama,
685;Queen of the Damned;2002;Drama,Horror,Fantasy,
566;Quills;2000;Drama,Biography,
1572;R.I.P.D.;2013;Comedy,Sci_Fi,Action,
1909;RED;2010;Comedy,Action,Thriller,Crime,
2265;RED 2;2013;Comedy,Action,Thriller,Crime,
1382;RV;2006;Comedy,Adventure,Family,
2099;Ra.One;2011;Sci_Fi,Action,
2426;Raanjhanaa;2013;Drama,Romance,
1675;Rabbit Hole;2010;Short,Drama,
1777;Race to Witch Mountain;2009;Adventure,Sci_Fi,Family,Action,Fantasy,Thriller,
1135;Racing Stripes;2005;Comedy,Drama,Adventure,Family,Sport,
2542;Raja Rani;2013;Comedy,Drama,Romance,
2084;Rang zi dan fei;2010;Comedy,Action,Western,
721;Rat Race;2001;Comedy,Adventure,
2261;Rebelle;2012;Drama,War,
1898;Red Dawn;2012;War,Action,Thriller,
1295;Red Eye;2005;Mystery,Thriller,
2229;Red Lights;2012;Drama,Mystery,Thriller,
609;Red Planet;2000;Sci_Fi,Action,Thriller,
2062;Red Riding Hood;2011;Horror,Fantasy,Mystery,Thriller,
1506;Red Tails;2012;Drama,History,War,Adventure,Action,
1522;Reign Over Me;2007;Drama,
2521;Relatos salvajes;2014;Comedy,Drama,Thriller,
2004;Remember Me;2010;Drama,Romance,
634;Remember the Titans;2000;Drama,Biography,Sport,
1543;Reno 911!: Miami;2007;Comedy,Crime,
860;Rent;2005;Drama,Romance,Musical,
1760;Repo Men;2010;Sci_Fi,Action,Thriller,Crime,
567;Requiem for a Dream;2000;Drama,
1432;Rescue Dawn;2006;Drama,War,Adventure,Biography,
1612;Reservation Road;2007;Drama,Thriller,Crime,
407;Resident Evil;2002;Horror,Action,Fantasy,
1882;Resident Evil: Afterlife;2010;Horror,Adventure,Sci_Fi,Action,
940;Resident Evil: Apocalypse;2004;Horror,Sci_Fi,Action,Thriller,
1329;Resident Evil: Extinction;2007;Horror,Sci_Fi,Action,Thriller,
2281;Resident Evil: Retribution;2012;Horror,Sci_Fi,Action,Thriller,
1269;Resurrecting the Champ;2007;Drama,Sport,
816;Return to Never Land;2002;Animation,Adventure,Family,Fantasy,
1690;Revolutionary Road;2008;Drama,Romance,
2009;Riddick;2013;Sci_Fi,Action,Thriller,
2006;Ride Along;2014;Comedy,Action,
610;Riding in Cars with Boys;2001;Comedy,Drama,Biography,
1748;Righteous Kill;2008;Drama,Action,Mystery,Thriller,Crime,
678;Ringu 0: Bâsudei;2000;Horror,Thriller,
2424;Rio 2;2014;Comedy,Animation,Adventure,Family,Musical,
2037;Rise of the Guardians;2012;Animation,Adventure,Family,Fantasy,
1950;Rise of the Planet of the Apes;2011;Drama,Sci_Fi,Action,Thriller,
645;Road Trip;2000;Comedy,
742;Road to Perdition;2002;Drama,Thriller,Crime,
1688;Robin Hood;2010;Drama,History,Adventure,Action,
1899;RoboCop;2014;Sci_Fi,Action,Thriller,
612;Rock Star;2001;Comedy,Drama,Music,
1966;Rock of Ages;2012;Comedy,Drama,Romance,Musical,
1744;RocknRolla;2008;Action,Thriller,Crime,
1485;Rocky Balboa;2006;Drama,Sport,
1326;Role Models;2008;Comedy,
709;Rollerball;2002;Sci_Fi,Action,Sport,
535;Romeo Must Die;2000;Action,Thriller,Crime,
2146;Rubber;2010;Comedy,Horror,
2271;Ruby Sparks;2012;Comedy,Drama,Romance,Fantasy,
998;Rugrats Go Wild;2003;Comedy,Animation,Adventure,Family,
644;Rugrats in Paris: The Movie - Rugrats II;2000;Comedy,Animation,Adventure,Family,Romance,
517;Rules of Engagement;2000;Drama,War,Action,
1209;Rumor Has It...;2005;Comedy,Drama,Romance,
919;Runaway Jury;2003;Drama,Thriller,
2264;Rundskop;2011;Drama,Crime,
2427;Runner Runner;2013;Thriller,Crime,
777;Rush Hour 2;2001;Comedy,Action,Mystery,Thriller,Crime,
857;Rush Hour 3;2007;Comedy,Action,Thriller,Crime,
743;S.W.A.T.;2003;Action,Thriller,Crime,
2227;Sabotage;2014;Drama,Action,Thriller,Crime,
2134;Safe House;2012;Drama,Action,Mystery,Thriller,Crime,
941;Sahara;2005;Comedy,War,Adventure,Action,Thriller,
1681;Salt;2010;Action,Mystery,Thriller,Crime,
605;Samsara;2001;Drama,Adventure,Romance,
2361;San Andreas;2015;Drama,Action,Thriller,
1172;San ging chat goo si;2004;Drama,Action,Thriller,Crime,
1648;Sanctum;2011;Drama,Adventure,Thriller,
2148;Savages;2012;Drama,Thriller,Crime,
621;Save the Last Dance;2001;Drama,Romance,Music,
984;Saved!;2004;Comedy,Drama,
2362;Saving Mr. Banks;2013;Comedy,Drama,History,Biography,Music,
1179;Saw;2004;Horror,Mystery,
2056;Saw 3D;2010;Horror,Mystery,
1331;Saw II;2005;Horror,
1519;Saw III;2006;Horror,Mystery,
1655;Saw IV;2007;Horror,Mystery,
1814;Saw V;2008;Horror,Mystery,
558;Scary Movie;2000;Comedy,
744;Scary Movie 2;2001;Comedy,Horror,
894;Scary Movie 3;2003;Comedy,
1064;Scary Movie 4;2006;Comedy,Horror,
1574;Scary Movie 5;2013;Comedy,
782;Scooby-Doo;2002;Comedy,Adventure,Mystery,
982;Scooby-Doo 2: Monsters Unleashed;2004;Comedy,Horror,Adventure,Family,Fantasy,Mystery,
1421;Scoop;2006;Comedy,Mystery,
457;Scream 3;2000;Horror,Mystery,
1919;Scream 4;2011;Horror,Mystery,
978;Seabiscuit;2003;Drama,History,Sport,
1492;Season of the Witch;2011;Adventure,Action,Fantasy,
1073;Secret Window;2004;Mystery,Thriller,
1878;Secret of the Wings;2012;Animation,Family,Fantasy,
1740;Secretariat;2010;Drama,History,Family,Sport,
802;Secretary;2002;Comedy,Drama,Romance,
1180;Seed of Chucky;2004;Comedy,Horror,Thriller,
1731;Selma;2014;Drama,History,Biography,
1487;Seraphim Falls;2006;Drama,War,Action,Thriller,Western,
689;Serendipity;2001;Comedy,Romance,
1145;Serenity;2005;Adventure,Sci_Fi,Action,Thriller,
756;Serving Sara;2002;Comedy,Romance,
2211;Seven Days in Utopia;2011;Drama,Sport,
1592;Seven Pounds;2008;Drama,
2301;Seven Psychopaths;2012;Comedy,Crime,
1820;Sex Drive;2008;Comedy,Adventure,Romance,
2309;Sex Tape;2014;Comedy,Romance,
1720;Sex and the City;2008;Comedy,Drama,Romance,
1918;Sex and the City 2;2010;Comedy,Drama,Romance,
524;Shaft;2000;Action,Thriller,Crime,
1050;Shall We Dance;2004;Comedy,Drama,Romance,
740;Shallow Hal;2001;Comedy,Drama,Romance,Fantasy,
875;Shanghai Knights;2003;Comedy,Adventure,Action,
580;Shanghai Noon;2000;Comedy,Adventure,Action,Western,
955;Shattered Glass;2003;Drama,History,
1080;Shaun of the Dead;2004;Comedy,Horror,
2498;Shaun the Sheep Movie;2015;Comedy,Animation,Adventure,Family,
1405;She's the Man;2006;Comedy,Romance,
1714;Sherlock Holmes;2009;Adventure,Action,Mystery,Thriller,Crime,
2076;Sherlock Holmes: A Game of Shadows;2011;Adventure,Action,Mystery,Thriller,Crime,
1303;Sherrybaby;2006;Drama,
1167;Shi mian mai fu;2004;Drama,Adventure,Action,Romance,
1449;Shoot 'Em Up;2007;Comedy,Action,Thriller,Crime,
1086;Shortbus;2006;Comedy,Drama,Romance,
832;Showtime;2002;Comedy,Action,Crime,
438;Shrek;2001;Comedy,Animation,Adventure,Family,Fantasy,
1660;Shrek Forever After;2010;Comedy,Animation,Adventure,Family,Fantasy,
1812;Shutter Island;2010;Mystery,Thriller,
2556;Sicario;2015;Drama,Action,Mystery,Thriller,Crime,
1173;Sicko;2007;Drama,Documentary,
1130;Sideways;2004;Comedy,Drama,Romance,
836;Signs;2002;Drama,Sci_Fi,Thriller,
1163;Silent Hill;2006;Horror,Mystery,
1677;Silent Hill: Revelation 3D;2012;Horror,Mystery,Thriller,
1533;Silk;2007;Drama,Romance,
1754;Silver Linings Playbook;2012;Comedy,Drama,Romance,
1218;Sin City;2005;Thriller,Crime,
1426;Sin City: A Dame to Kill For;2014;Thriller,Crime,
2186;Singam;2010;Drama,Action,Thriller,Crime,
2413;Singam 2;2013;Action,Thriller,
2446;Singh Saab the Great;2013;Drama,Action,
1490;Sivaji;2007;Drama,Adventure,Action,Romance,Thriller,
1231;Sky High;2005;Comedy,Adventure,Sci_Fi,Family,
1776;Skyfall;2012;Adventure,Action,Thriller,
2103;Skyline;2010;Sci_Fi,Action,Thriller,
2121;Sleeping Beauty;2011;Drama,Romance,
1101;Sleepover;2004;Comedy,
1473;Sluga Gosudarev;2007;History,War,Adventure,Action,
1725;Slumdog Millionaire;2008;Drama,Romance,
1471;Smokin' Aces;2006;Drama,Action,Thriller,Crime,
1278;Snakes on a Plane;2006;Action,Thriller,
824;Snow Dogs;2002;Comedy,Adventure,Family,Sport,
2091;Snow Flower and the Secret Fan;2011;Drama,History,
2226;Snow White and the Huntsman;2012;Drama,Adventure,Action,Fantasy,
2215;Snowpiercer;2013;Drama,Sci_Fi,Action,Thriller,
2528;Sole a catinelle;2013;Comedy,
1703;Solomon Kane;2009;Adventure,Action,Fantasy,
1523;Something Borrowed;2011;Comedy,Drama,Romance,
999;Something's Gotta Give;2003;Comedy,Drama,Romance,
2018;Somewhere;2010;Comedy,Drama,
2543;Son of God;2014;Drama,Sci_Fi,Fantasy,
1065;Son of the Mask;2005;Comedy,Adventure,Family,Fantasy,
2285;Song of the Sea;2014;Animation,Family,Fantasy,
1822;Sonny Boy;2011;Drama,War,Romance,
2500;Soodhu Kavvum;2013;Comedy,Thriller,Crime,
2126;Soul Surfer;2011;Drama,Biography,Sport,
1682;Source Code;2011;Sci_Fi,Mystery,Thriller,
1232;Southland Tales;2006;Comedy,Drama,Sci_Fi,Thriller,
586;Space Cowboys;2000;Adventure,Action,Thriller,
813;Spider;2002;Drama,Mystery,Thriller,
929;Spider-Man 2;2004;Animation,Adventure,Sci_Fi,Action,Fantasy,Crime,
1262;Spider-Man 3;2007;Adventure,Sci_Fi,Action,Fantasy,Thriller,
2451;Spijt!;2013;Drama,Family,Music,
540;Spirit: Stallion of the Cimarron;2002;Comedy,Animation,Adventure,Family,Romance,Western,
2533;Spy;2015;Comedy,Action,Crime,
778;Spy Game;2001;Action,Thriller,Crime,
665;Spy Kids;2001;Comedy,Adventure,Sci_Fi,Family,Action,
841;Spy Kids 2: Island of Lost Dreams;2002;Comedy,Adventure,Sci_Fi,Family,Action,
1009;Spy Kids 3-D: Game Over;2003;Comedy,Adventure,Sci_Fi,Family,Action,
2078;Spy Kids: All the Time in the World in 4D;2011;Comedy,Adventure,Sci_Fi,Family,Action,
2366;St. Vincent;2014;Comedy,Drama,
2314;Stalingrad;2013;Drama,War,Action,
2552;Stand by Me Doraemon;2014;Comedy,Drama,Animation,Sci_Fi,Family,
1575;Star Trek;2009;Adventure,Sci_Fi,Action,
2005;Star Trek Into Darkness;2013;Adventure,Sci_Fi,Action,
734;Star Trek: Nemesis;2002;Adventure,Sci_Fi,Action,Thriller,
429;Star Wars: Episode II - Attack of the Clones;2002;Adventure,Sci_Fi,Action,Fantasy,
1511;Stardust;2007;Adventure,Family,Romance,Fantasy,
993;Starsky & Hutch;2004;Comedy,Crime,
1157;Stealth;2005;Adventure,Sci_Fi,Action,Thriller,
1620;Step Brothers;2008;Comedy,
1434;Step Up;2006;Drama,Romance,Music,Crime,
1734;Step Up 2: The Streets;2008;Drama,Romance,Musical,Music,
1854;Step Up 3D;2010;Drama,Romance,Music,
2472;Step Up All In;2014;Drama,Romance,Music,
2256;Step Up Revolution;2012;Drama,Romance,Music,
2551;Still Alice;2014;Drama,
2203;Stoker;2013;Drama,Thriller,
1999;Straight Outta Compton;2015;Drama,Biography,Music,
1656;Street Fighter: The Legend of Chun-Li;2009;Action,Fantasy,Thriller,Crime,
2020;Su Qi-er;2010;Drama,History,Action,
1708;Sucker Punch;2011;Adventure,Action,Fantasy,
1376;Sunshine;2007;Adventure,Sci_Fi,Thriller,
1636;Sunshine Cleaning;2008;Comedy,Drama,
2181;Super 8;2011;Sci_Fi,Mystery,Thriller,
1609;Superbad;2007;Comedy,
1713;Surrogates;2009;Sci_Fi,Action,Thriller,
1816;Survival of the Dead;2009;Horror,
728;Surviving Christmas;2004;Comedy,Romance,
956;Suspect Zero;2004;Thriller,Crime,
1244;Sweeney Todd: The Demon Barber of Fleet Street;2007;Drama,Horror,Musical,Thriller,
741;Sweet Home Alabama;2002;Comedy,Romance,
701;Swordfish;2001;Action,Thriller,Crime,
1593;Sydney White;2007;Comedy,Romance,
1079;Syriana;2005;Drama,Thriller,
1399;TMNT;2007;Comedy,Animation,Adventure,Sci_Fi,Family,Action,Fantasy,
1174;Taegukgi hwinalrimyeo;2004;Drama,War,Action,
2201;Take Shelter;2011;Drama,Thriller,
1372;Take the Lead;2006;Drama,Music,
1997;Taken 2;2012;Action,Thriller,
2447;Taken 3;2014;Action,Thriller,
1817;Takers;2010;Action,Thriller,Crime,
1074;Taking Lives;2004;Mystery,Thriller,Crime,
2245;Talaash;2012;Drama,Mystery,Thriller,Crime,
1266;Talladega Nights: The Ballad of Ricky Bobby;2006;Comedy,Action,Sport,
2351;Tammy;2014;Comedy,
1995;Tang shan da di zhen;2010;Drama,
1348;Tau man ji D;2005;Comedy,Drama,Action,Romance,
1115;Team America: World Police;2004;Comedy,Animation,Action,
924;Tears of the Sun;2003;Drama,War,Action,Thriller,
2169;Ted;2012;Comedy,Fantasy,
2475;Ted 2;2015;Comedy,
571;Terminator 3: Rise of the Machines;2003;Sci_Fi,Action,Thriller,Crime,
1967;Terminator Genisys;2015;Adventure,Sci_Fi,Action,Thriller,
1699;Tetro;2009;Drama,
2112;Texas Chainsaw 3D;2013;Horror,Thriller,
2471;Thalaivaa;2013;Drama,Action,Thriller,
1896;That's My Boy;2012;Comedy,
1233;The 40 Year Old Virgin;2005;Comedy,Romance,
647;The 6th Day;2000;Sci_Fi,Action,Mystery,Thriller,
1316;The A-Team;2010;Comedy,Adventure,Action,Thriller,Crime,
2431;The Act of Killing;2012;History,Documentary,
1984;The Adjustment Bureau;2011;Sci_Fi,Romance,Thriller,
565;The Adventures of Pluto Nash;2002;Comedy,Sci_Fi,Action,
1710;The Adventures of Tintin;2011;Animation,Adventure,Family,Action,Mystery,
1503;The Air I Breathe;2007;Drama,Thriller,Crime,
942;The Alamo;2004;Drama,History,War,Western,
1600;The Alphabet Killer;2008;Mystery,Thriller,Crime,
2035;The American;2010;Drama,Thriller,Crime,
1166;The Amityville Horror;2005;Drama,Horror,Mystery,Thriller,
739;The Animal;2001;Comedy,
1318;The Ant Bully;2006;Comedy,Animation,Adventure,Family,Fantasy,
1627;The Avengers;2012;Adventure,Sci_Fi,Action,Thriller,
1012;The Aviator;2004;Drama,Biography,
1870;The Back-up Plan;2010;Comedy,Romance,
817;The Banger Sisters;2002;Comedy,Drama,
1531;The Belly of the Beast;2007;Horror,Mystery,Thriller,
2012;The Best Exotic Marigold Hotel;2011;Comedy,Drama,
2345;The Best Man Holiday;2013;Comedy,Drama,
1639;The Black Balloon;2008;Drama,Romance,
1644;The Blind Side;2009;Drama,Biography,Sport,
1595;The Book Thief;2013;Drama,War,
1750;The Book of Eli;2010;Drama,Adventure,Action,Thriller,
2397;The Book of Life;2014;Comedy,Animation,Adventure,Family,Romance,Fantasy,
749;The Bourne Identity;2002;Action,Mystery,Thriller,
1855;The Bourne Legacy;2012;Adventure,Action,Mystery,Thriller,
1112;The Bourne Supremacy;2004;Action,Thriller,
1349;The Bourne Ultimatum;2007;Action,Thriller,
1569;The Boxtrolls;2014;Comedy,Animation,Adventure,Family,Fantasy,
1474;The Brave One;2007;Drama,Thriller,Crime,
1390;The Break-Up;2006;Comedy,Drama,Romance,
1040;The Brothers Grimm;2005;Comedy,Adventure,Action,Fantasy,Thriller,
1605;The Bucket List;2007;Comedy,Drama,Adventure,
848;The Butterfly Effect;2004;Sci_Fi,Thriller,
1916;The Cabin in the Woods;2012;Horror,Mystery,Thriller,
2249;The Campaign;2012;Comedy,
772;The Cat's Meow;2001;Drama,
1221;The Cave;2005;Horror,Adventure,Thriller,
632;The Cell;2000;Horror,Sci_Fi,Thriller,
2064;The Change-Up;2011;Comedy,
1709;The Chronicles of Narnia: The Voyage of the Dawn Treader;2010;Adventure,Family,Fantasy,
864;The Chronicles of Riddick;2004;Adventure,Sci_Fi,Action,Thriller,
710;The Code Conspiracy;2002;Action,Mystery,Thriller,
1979;The Cold Light of Day;2012;Action,Thriller,
2047;The Conjuring;2013;Horror,
1178;The Constant Gardener;2005;Drama,Romance,Mystery,Thriller,
627;The Contender;2000;Drama,Thriller,
870;The Core;2003;Adventure,Sci_Fi,Action,Thriller,
2377;The Counselor;2013;Drama,Thriller,Crime,
707;The Count of Monte Cristo;2002;Drama,Adventure,Action,Romance,Thriller,
1472;The Covenant;2006;Horror,Action,Fantasy,Thriller,
1406;The Crazies;2010;Horror,Mystery,Thriller,
1498;The Croods;2013;Comedy,Animation,Adventure,Family,Fantasy,
1296;The Curious Case of Benjamin Button;2008;Drama,Romance,Fantasy,
915;The Curse of the Were-Rabbit;2005;Comedy,Animation,Family,Mystery,
1616;The Darjeeling Limited;2007;Comedy,Drama,Adventure,
